title,link,播放量,弹幕数,上传时间,up主
老外开黑看蔡徐坤打篮球鸡你太美（你们不要笑啊噗）,//www.bilibili.com/video/BV1Tb411j7v9?from=search&seid=5993617360412583604,3.2万,66,2019-04-15,翻云浪
蔡徐坤打篮球沙雕鬼畜，就算全世界都在黑蔡徐坤，我也会坚定的站在全世界这边,//www.bilibili.com/video/BV1ob411p7QC?from=search&seid=5993617360412583604,3.5万,9,2019-04-03,一只皮卡丘鸭
【蔡徐坤X辉夜】辉夜大小姐想让你打篮球,//www.bilibili.com/video/BV1yb411s7u5?from=search&seid=5993617360412583604,2.5万,124,2019-04-01,黑耀尤里西斯
“鸡你太美”到底是什么梗？蔡徐坤的篮球技术到底怎么样？鸡你太美的原曲是什么？,//www.bilibili.com/video/BV1mb411W7mu?from=search&seid=5993617360412583604,3.1万,217,2019-03-30,小琦来了
【王者荣耀寂然】巅峰赛队友选妲己要求重开去看蔡徐坤打篮球？然某人选择继续比赛！,//www.bilibili.com/video/BV1Zb411x7Jv?from=search&seid=5993617360412583604,2.9万,440,2019-03-29,寂然Hx
【原版不火天理难容】请欣赏蔡徐坤打球视频,//www.bilibili.com/video/BV1Wb411b74J?from=search&seid=5993617360412583604,3.4万,47,2019-03-01,BoringMAN不无聊
蔡徐坤打篮球0.05倍,//www.bilibili.com/video/BV1iz4y1f7sj?from=search&seid=5993617360412583604,2002,30,2020-08-29,困困-_
【NBA2KOL2】进来看蔡徐坤的炸筐！晃倒塔图姆！,//www.bilibili.com/video/BV1J5411W7Vh?from=search&seid=5993617360412583604,3480,34,2020-06-24,皮皮锋Zoe
蔡徐坤打篮球视频被恶搞，我足足笑了两小时。,//www.bilibili.com/video/BV1NJ411S7JF?from=search&seid=5993617360412583604,1.9万,9,2019-11-17,我是盜片狗盜片狗是我
蔡徐坤：我会唱跳rap篮球，周杰伦：哎哟，不错哦！,//www.bilibili.com/video/BV1Nt411E7cS?from=search&seid=5993617360412583604,2.1万,692,2019-07-24,久后天晴
【四种人眼中的蔡徐坤】,//www.bilibili.com/video/BV1kt41177Fq?from=search&seid=5993617360412583604,2.3万,230,2019-07-23,湖南屁王
如果SCP049看了蔡徐坤打篮球的视频会发生什么？,//www.bilibili.com/video/BV1Yx411o7pU?from=search&seid=5993617360412583604,2.3万,215,2019-06-24,滑稽蘑菇
一场裁判执法就像蔡徐坤打篮球的足球比赛,//www.bilibili.com/video/BV1X4411G7Ns?from=search&seid=5993617360412583604,2.0万,96,2019-06-19,北可乐足球
肌肉男摸篮筐一跃而起太帅了，手动@蔡徐坤,//www.bilibili.com/video/BV1J4411P7VU?from=search&seid=5062087954020609486,2.6万,10,2019-06-13,肌肉搬运工
【蔡徐坤小剧场】坤坤充满神操作的一天,//www.bilibili.com/video/BV1M4411s7T8?from=search&seid=5062087954020609486,1.8万,176,2019-05-25,结城梨斗_
【蔡徐坤】在漫展上看鸡你太美会发生什么？公开处刑,//www.bilibili.com/video/BV1Q4411v7Qm?from=search&seid=5062087954020609486,2.9万,35,2019-05-04,复习蛙
【沙雕口技者】一个人，一张嘴，99%还原蔡徐坤打篮球+鸡你太美！ #1,//www.bilibili.com/video/BV1K441147uy?from=search&seid=5062087954020609486,1.8万,109,2019-05-03,沧笙菌ovo
【MC动画】鸡你太美！你在MC中打篮球的样子一样很蔡徐坤！~,//www.bilibili.com/video/BV134411h7uv?from=search&seid=5062087954020609486,2.3万,89,2019-04-26,晨夕是猛男
【FF14 X 蔡徐坤】最终幻想14形象大使：欧米茄（qie）,//www.bilibili.com/video/BV13b411V7RP?from=search&seid=5062087954020609486,2.3万,60,2019-04-20,待宵姫channel
震惊！某剑魂竟在修炼场模仿蔡徐坤打篮球！,//www.bilibili.com/video/BV14b411j7Ho?from=search&seid=5062087954020609486,2.6万,31,2019-04-16,旗灬旗
球打得比蔡徐坤还蔡的UP！,//www.bilibili.com/video/BV1Nb411T7rU?from=search&seid=5062087954020609486,1.7万,334,2019-04-14,阿刘_MasterLiu
笑笑西卡直播突然发现蔡徐坤和LOL英雄小菊的新皮肤很相似,//www.bilibili.com/video/BV1eb411M7C4?from=search&seid=5062087954020609486,2.7万,44,2019-04-12,德云色偷梗堂
当蔡徐坤疯狂踩点穷开挂 合体卢本伟 有那么一刻灵魂附体,//www.bilibili.com/video/BV1rb411T7J2?from=search&seid=5062087954020609486,2.9万,83,2019-04-09,青橙不及你
小姐姐：你有喜欢的篮球明星吗？小朋友：有，蔡徐坤！,//www.bilibili.com/video/BV1X541157Sk?from=search&seid=5062087954020609486,13,0,2020-10-12,鸡狸太美
模仿蔡徐坤上大街和大妈跳鸡你太美被ikun暴打,//www.bilibili.com/video/BV1pE41127L7?from=search&seid=5062087954020609486,1.7万,107,2019-10-22,子俊锅锅
【小新】最沙雕的模组 蔡徐坤幸运方块！！笑死我了哈哈哈哈哈哈哈哈哈！,//www.bilibili.com/video/BV1Wt41137DF?from=search&seid=5062087954020609486,2.0万,72,2019-07-18,DMW小新
【NBA2k19】蔡徐坤作客NBA名宿队系列-魔术队篇,//www.bilibili.com/video/BV1H4411c7zP?from=search&seid=5062087954020609486,2.4万,168,2019-07-05,惜缘欢颜
当李云龙看到了蔡徐坤打篮球,//www.bilibili.com/video/BV1A4411g7oE?from=search&seid=5062087954020609486,2.4万,71,2019-06-24,沐水super
蔡徐坤的篮球去哪了,//www.bilibili.com/video/BV1m441157sE?from=search&seid=5062087954020609486,1.7万,90,2019-05-22,莱茵上校
当元首看了蔡徐坤打篮球会发生什么？,//www.bilibili.com/video/BV1c4411J7Km?from=search&seid=5062087954020609486,1.9万,173,2019-05-15,ヽ故梦c
「cytus II」我竟然在音游里和蔡徐坤打篮球——自制谱-只因你太美（鸡你太美）,//www.bilibili.com/video/BV124411a7pT?from=search&seid=5062087954020609486,2.5万,54,2019-05-13,守望子颀君
公开处刑:蔡徐坤律师函警告VS吴亦凡大碗面警告，黑转粉从此爱上吴亦凡，流量小生的差距,//www.bilibili.com/video/BV1gb411V72J?from=search&seid=5062087954020609486,2.4万,236,2019-04-20,小琦来了
蔡徐坤--篮球守护者,//www.bilibili.com/video/BV13b41157jY?from=search&seid=5062087954020609486,2.3万,135,2019-04-17,冰糖CBA
【蔡徐坤】半原版素材，非正面视角，欢迎来取[doge],//www.bilibili.com/video/BV1Mb411j7v6?from=search&seid=16251121285105734848,2.8万,23,2019-04-15,云梦柠檬
给战斗民族朋友看蔡徐坤原版视频他会评价什么？,//www.bilibili.com/video/BV1kb411L72M?from=search&seid=16251121285105734848,2.6万,100,2019-04-14,塔城黒猫
蔡徐坤打篮球真的强，为了模仿蔡徐坤，自制一条背带裤,//www.bilibili.com/video/BV13b411t7H8?from=search&seid=16251121285105734848,2.7万,96,2019-03-26,jameslei23-
【蔡徐坤】B站第一个敢模仿蔡徐坤扣篮的up主，该不该封杀？！,//www.bilibili.com/video/BV1Xb41177Mn?from=search&seid=16251121285105734848,2.4万,122,2019-03-23,过气鱼仔
NBA巨星【蔡徐坤】职业生涯十佳球。,//www.bilibili.com/video/BV1Jb411Y7MK?from=search&seid=16251121285105734848,2.5万,162,2019-02-20,王小圣儿
鸡你太美！NBA形象大使蔡徐坤和吴亦凡激烈单挑1v1篮球！nba全明星赛集锦，美国校队的神级运球詹姆斯 杜兰特也学不来~,//www.bilibili.com/video/BV1ib411U7Lq?from=search&seid=16251121285105734848,3.0万,136,2019-02-14,猫哥测评
【揭露蔡徐坤真实面目】回应：篮球是兴趣不是特长,//www.bilibili.com/video/BV167411Z7d9?from=search&seid=16251121285105734848,7749,58,2020-03-18,新时代的美人胚子
【蔡徐坤】核爆神曲,//www.bilibili.com/video/BV1a4411Z7Ty?from=search&seid=16251121285105734848,1.6万,191,2019-08-16,账号注销8230177
《wait wait wait》蔡徐坤真的很努力 纯路人观看反应……reaction,//www.bilibili.com/video/BV1Jt411M72N?from=search&seid=16251121285105734848,1.9万,308,2019-08-05,白熊小旭子reaction
[跳舞的线饭制] 蔡徐坤在 跳舞的线 里面打篮球啦！！我爱蔡徐鲲！跳舞的线（饭制）不三连的是蔡徐坤！,//www.bilibili.com/video/BV1Lt411G73C?from=search&seid=16251121285105734848,1.4万,50,2019-07-17,小包子27
【NBA2k19】詹姆斯回归骑士组建骑士名宿队对抗蔡徐坤,//www.bilibili.com/video/BV1Pt411G75t?from=search&seid=16251121285105734848,2.1万,100,2019-07-15,惜缘欢颜
笑不死你我直播吃shi  全B站模仿最像蔡徐坤打篮球！,//www.bilibili.com/video/BV1hx411f7T8?from=search&seid=16251121285105734848,1.7万,177,2019-07-11,俺是小熊
震惊！某知名虚拟歌姬竟模仿蔡徐坤打篮球【依你太美，依你实在是太美】,//www.bilibili.com/video/BV1sx411f7Qg?from=search&seid=16251121285105734848,1.9万,100,2019-07-10,洛洛洛初和_ysly
【FF14】光之练习生-蔡徐坤の艾欧泽亚巡回演唱会,//www.bilibili.com/video/BV11x411R7tV?from=search&seid=16251121285105734848,1.1万,61,2019-06-26,OSMR
【蔡徐坤】篮 球 堡,//www.bilibili.com/video/BV124411V7w4?from=search&seid=16251121285105734848,1.9万,56,2019-06-15,虚胖li
【猫和老鼠&amp;蔡徐坤】求求你不要过来啊！用蔡徐坤的方式打开猫和老鼠！,//www.bilibili.com/video/BV1g4411j7Tp?from=search&seid=16251121285105734848,1.8万,115,2019-05-19,大概是肥仔菜
在上课放蔡徐坤打篮球视频会怎么样,//www.bilibili.com/video/BV1m4411e7br?from=search&seid=16251121285105734848,2.7万,38,2019-05-07,士莲niconiconi
【蔡徐坤】守望先锋最新形象代言人,//www.bilibili.com/video/BV12b411V7jn?from=search&seid=16251121285105734848,2.1万,196,2019-04-21,玉尘霄
在教室大屏幕上放蔡徐坤打篮球被教导主任发现是什么感受！,//www.bilibili.com/video/BV1nb411j7MR?from=search&seid=16251121285105734848,2.7万,25,2019-04-16,吃饭差5块钱
律师函警告!旭旭宝宝模仿蔡徐坤篮球舞！鸡你太美！,//www.bilibili.com/video/BV1ib411L7iF?from=search&seid=16251121285105734848,2.6万,50,2019-04-14,旗灬旗
用txt打开蔡徐坤篮球视频会怎样？,//www.bilibili.com/video/BV1gb411T7ps?from=search&seid=618022282544410195,2.0万,75,2019-04-13,抽中我不存在
教主黄子华看蔡徐坤打篮球的视频流出，直言差了点什么……,//www.bilibili.com/video/BV1pb411K7hp?from=search&seid=618022282544410195,2.7万,23,2019-04-12,港樂園
【蔡徐坤】动漫大乱入 化身形象大使,//www.bilibili.com/video/BV16b411T7KA?from=search&seid=618022282544410195,2.3万,65,2019-04-09,爱言葉呐
蔡徐坤打篮球恶搞视频，原谅我笑个不停！,//www.bilibili.com/video/BV1Sb411u7nA?from=search&seid=618022282544410195,2.7万,21,2019-04-08,爱模玩的木南瓜
当六小龄童模仿蔡徐坤打篮球会发生什么......,//www.bilibili.com/video/BV1gb411p7tY?from=search&seid=618022282544410195,2.6万,32,2019-04-01,ZhouTreeMan
【G二哥】化一个蔡徐坤仿妆，然后学他打篮球。,//www.bilibili.com/video/BV12b411s7u9?from=search&seid=618022282544410195,1.3万,399,2019-04-01,G二哥
济南屁王solo蔡徐坤,//www.bilibili.com/video/BV1Tb41147nc?from=search&seid=618022282544410195,2.6万,71,2019-03-29,屁王大腿是丰丰
蔡徐坤篮球职业生涯合集,//www.bilibili.com/video/BV1ct411h72t?from=search&seid=618022282544410195,3.0万,118,2019-01-21,足球精粹
蔡徐坤打蓝球,//www.bilibili.com/video/BV15p4y1D7nm?from=search&seid=618022282544410195,4565,26,2020-06-03,Minecraft_小明
【震惊】穷哈哥哥看蔡徐坤打篮球，差点得了失心疯!,//www.bilibili.com/video/BV1j7411c7CS?from=search&seid=618022282544410195,7197,236,2020-02-22,飘渺之砂
特朗普看蔡徐坤打篮球,//www.bilibili.com/video/BV1st411u7ks?from=search&seid=618022282544410195,2.0万,67,2019-08-02,木南桥呀
假如你的飞机中了蔡徐坤打篮球病毒……鸡你太美警告,//www.bilibili.com/video/BV1wt411772G?from=search&seid=618022282544410195,1.5万,100,2019-07-22,屑里登
【Minecraft】用MC的方式打开蔡徐坤打篮球(灵魂还原&amp;要素过多),//www.bilibili.com/video/BV1At41137rZ?from=search&seid=618022282544410195,1.4万,100,2019-07-18,我叫城北徐公
在生死狙击中看蔡徐坤打篮球！还有卢姥爷29杀吃鸡？,//www.bilibili.com/video/BV1b4411F7NX?from=search&seid=618022282544410195,1.6万,246,2019-07-08,北港cin
蔡徐坤生涯5佳球,//www.bilibili.com/video/BV1D4411x7KC?from=search&seid=618022282544410195,2.2万,25,2019-05-03,wangforLeicester
【熊出没】师承蔡徐坤，篮球巨星光头强来了！,//www.bilibili.com/video/BV1b4411t7KG?from=search&seid=618022282544410195,2.0万,82,2019-05-01,乐观滑稽哥
俄罗斯小学生给蔡徐坤的球技打10分！,//www.bilibili.com/video/BV1G4411t7vH?from=search&seid=618022282544410195,2.1万,187,2019-05-01,学长安迪
当用Chinese people so牛逼（英文版改革春风吹满地）打开蔡徐坤的篮球舞,//www.bilibili.com/video/BV1Rb41157Qj?from=search&seid=618022282544410195,1.7万,94,2019-04-18,音乐通道
当交大附中的音乐之子被蔡徐坤灵魂附体后会怎么样,//www.bilibili.com/video/BV19b41157y9?from=search&seid=618022282544410195,2.0万,79,2019-04-18,龙龙logan
如果你不了解蔡徐坤！你没有资格瞎BB,//www.bilibili.com/video/BV1Bb411K78g?from=search&seid=618022282544410195,2.2万,85,2019-04-13,-企仔DIrect-
【龍灵站】 教你用海贼王画风画一个蔡徐坤打篮球的漫画 | 海贼王&amp;蔡徐坤 鸡你太美,//www.bilibili.com/video/BV13b411K7Tz?from=search&seid=2521948006141451535,1.9万,59,2019-04-12,龍灵她爸
你打刀塔像蔡徐坤,//www.bilibili.com/video/BV1Gb411M77s?from=search&seid=2521948006141451535,1.5万,40,2019-04-10,希尔.阿里.汗
【蔡徐坤】我不仅会打篮球，还会rap！,//www.bilibili.com/video/BV1Hb411u71e?from=search&seid=2521948006141451535,2.3万,49,2019-04-07,八嘎金
【刺激物语】你吃鸡的样子好像蔡徐坤——当你用“鸡你太美”ID去吃鸡时会发生什么呢？,//www.bilibili.com/video/BV1Ab411u7QL?from=search&seid=2521948006141451535,1.9万,63,2019-04-07,系夜璃的煎餃鸭0w0
为了“夸奖”这台“奇瑞”，女车评人竟然模仿蔡徐坤打篮球？？,//www.bilibili.com/video/BV1nb411g7BW?from=search&seid=2521948006141451535,2.0万,372,2019-04-04,布朗倪Suki
【AI换脸】乌蝇哥学蔡徐坤打篮球,//www.bilibili.com/video/BV1gb411g7hC?from=search&seid=2521948006141451535,2.5万,26,2019-04-04,偶数萨
蔡徐坤在我的任务管理器理打篮球？电脑被蔡徐坤劫持！?,//www.bilibili.com/video/BV1yb411p7dY?from=search&seid=2521948006141451535,2.4万,38,2019-04-02,会敲代码的麋鹿
【蔡徐坤篮球舞】坤坤来天刀教我打篮球！~,//www.bilibili.com/video/BV1xb411p7Bg?from=search&seid=2521948006141451535,1.5万,89,2019-04-01,老麦鸡
up主试吃泰国泡面后蔡徐坤附体，表演蔡徐坤打篮球，大跳《鸡你太美》！,//www.bilibili.com/video/BV1xb411s7c2?from=search&seid=2521948006141451535,1.8万,107,2019-03-31,杰克辣条
【火柴人】和蔡徐坤老师学习篮球舞,//www.bilibili.com/video/BV1Db411W7hq?from=search&seid=2521948006141451535,2.3万,36,2019-03-30,河马龙
【蔡徐坤】全网最萌书记舞+最帅打篮球,//www.bilibili.com/video/BV1Qb411x7cv?from=search&seid=2521948006141451535,1.7万,122,2019-03-29,挑食少女希瑞
蔡徐坤打篮球原版和外国小伙模仿版本,//www.bilibili.com/video/BV1cb411t7FS?from=search&seid=2521948006141451535,2.4万,49,2019-03-25,她若_他若
【吴亦凡蔡徐坤】表演《猪八戒背媳妇》,//www.bilibili.com/video/BV1Hb411473b?from=search&seid=2521948006141451535,2.3万,127,2019-03-24,剪刀手艾米莉
蔡徐坤和JonyJ打篮球，球：我先调皮了一下,//www.bilibili.com/video/BV1bp4y1Y72J?from=search&seid=2521948006141451535,115,0,2020-10-09,o焦糖爆米花o
蔡徐坤打篮球镜像1,//www.bilibili.com/video/BV17K4y1t74U?from=search&seid=2521948006141451535,4528,48,2020-05-31,6478874875
【司空侠】《灌篮高手手游》最秀的男人越野宏明（蔡徐坤）看我魔鬼的步伐，销魂的后仰，无敌的上篮，最后有彩蛋{UP主PS},//www.bilibili.com/video/BV1sa4y1t7Uu?from=search&seid=2521948006141451535,6677,11,2020-04-02,司空侠
蔡徐坤×篮球【荒谬当道 爱拯救之】背景音乐:Superman,//www.bilibili.com/video/BV1YE41157sw?from=search&seid=2521948006141451535,3684,60,2020-03-14,五号猪葵
【篮球兄弟情】孙笑川吴亦凡蔡徐坤三兄弟的羁绊,//www.bilibili.com/video/BV1j741147Ns?from=search&seid=2521948006141451535,2567,13,2020-02-09,A过期伍子醉
【蔡徐坤】坤坤过生日,//www.bilibili.com/video/BV18t411K7J2?from=search&seid=2521948006141451535,1.4万,213,2019-08-06,贱多拾犷的BAY
【真·鸡你太美】不准笑！！没有鸡你太美的蔡徐坤打篮球,//www.bilibili.com/video/BV17t41157AZ?from=search&seid=2521948006141451535,1.9万,47,2019-07-15,云野庆庆
蔡徐坤“本人”在斗鱼济南屁王直播间热舞,//www.bilibili.com/video/BV1Y4411F7pW?from=search&seid=1418215771393420084,1.4万,30,2019-07-08,屁王大腿是丰丰
【蔡徐坤】坤坤养鸡场【弹幕版】,//www.bilibili.com/video/BV1p4411M7BS?from=search&seid=1418215771393420084,1.4万,213,2019-06-06,贱多拾犷的BAY
当大雄和哆啦a梦看见蔡徐坤的时候,//www.bilibili.com/video/BV1j441177Cb?from=search&seid=1418215771393420084,1.7万,84,2019-05-17,extrprinc
惊，济宁某漫展面基会现场竟在万达公开播放蔡徐坤打篮球,//www.bilibili.com/video/BV1K441147JA?from=search&seid=1418215771393420084,2.1万,86,2019-05-03,泽野牧峮
特效向！蔡徐坤武当修炼归来！开始报复黑粉！,//www.bilibili.com/video/BV1Y4411x71W?from=search&seid=1418215771393420084,1.7万,87,2019-05-02,丶兰香几度愁
给歪果仁看【蔡徐坤】唱跳 老外:他只是喜欢做了他不擅长的事,//www.bilibili.com/video/BV1b4411h7K3?from=search&seid=1418215771393420084,1.8万,110,2019-04-26,留学的真相
蔡徐坤打篮球原版视频,//www.bilibili.com/video/BV1Wb411G74d?from=search&seid=1418215771393420084,2.1万,59,2019-04-23,ある-k
【三年动画】模仿蔡徐坤打篮球舞蹈二维动画 鸡你太美,//www.bilibili.com/video/BV1eb411V7ow?from=search&seid=1418215771393420084,1.2万,189,2019-04-20,小鱼儿旰
1V1实战搓出蔡徐坤鸡你太美的动作会怎么样,//www.bilibili.com/video/BV1xb41157v1?from=search&seid=1418215771393420084,2.0万,34,2019-04-17,肤黑貌美暴躁馬
当力元军删了240万播放量的模仿蔡徐坤打篮球的视频后,//www.bilibili.com/video/BV13b41157o2?from=search&seid=1418215771393420084,2.2万,7,2019-04-16,福乐大鼻屎王
在学校晚会模仿蔡徐坤会怎样？老师说NBA形象大使这样打篮球？鸡你太美…,//www.bilibili.com/video/BV1Eb411M7vA?from=search&seid=1418215771393420084,2.2万,33,2019-04-10,HG世界
魔改版【蔡徐坤】魔性的步伐，全新的体验！,//www.bilibili.com/video/BV1Jb41137L9?from=search&seid=1418215771393420084,2.0万,48,2019-04-06,千羽-晦默
终极蹭热度视频 我要成为蹭热度之王 蔡徐坤的篮球和吴亦凡的rap都是最好的 不接受反驳,//www.bilibili.com/video/BV1Nb411g7gd?from=search&seid=1418215771393420084,1.9万,170,2019-04-04,SpicyMix烫
【I13】蔡徐坤打WNBA?!4美刀买的NBA LIVE 19体验如何?,//www.bilibili.com/video/BV1wb411p78P?from=search&seid=1418215771393420084,2.1万,103,2019-03-16,Inconsolab13
我是蔡徐坤我喜欢唱跳rap打篮球，吴亦凡:我不想进来挨打了。,//www.bilibili.com/video/BV1vb41117h3?from=search&seid=1418215771393420084,2.6万,17,2019-02-18,AKA-Mr德里克
淘宝蔡徐坤对拼多多库里,//www.bilibili.com/video/BV1V54y1C7eb?from=search&seid=1418215771393420084,19,0,2020-10-10,fei充电宝
【蔡徐坤】篮球之光,//www.bilibili.com/video/BV17a4y1i725?from=search&seid=1418215771393420084,4205,43,2020-05-06,夕辰君
【蔡徐坤】苏卡不列,//www.bilibili.com/video/BV1dt4y1C7vN?from=search&seid=1418215771393420084,3263,68,2020-05-22,零三Q
在拼多多上买个88块钱的机器人，给他听蔡徐坤的音乐，他竟然跟着唱了起来,//www.bilibili.com/video/BV1c4411Z7CD?from=search&seid=1418215771393420084,1.2万,177,2019-08-20,面瘫娘233
【阴阳师】画篮球居然抽到了蔡徐坤？？,//www.bilibili.com/video/BV1rt411w7Bt?from=search&seid=1418215771393420084,1.6万,92,2019-07-28,爱过恨过未悔过
中国TOP100 脚踝终结者没有把我晃倒！我比蔡徐坤强十倍！评论绝对由蔡徐坤，我预料到了,//www.bilibili.com/video/BV1Vt411P7nL?from=search&seid=10811846244327215149,1.5万,170,2019-07-27,米奇沃克斯
【鸡你太美】当你用Kingdraw还原蔡徐坤打篮球,//www.bilibili.com/video/BV1Ht411E74u?from=search&seid=10811846244327215149,1.5万,54,2019-07-21,鸟苷二磷酸
蔡徐坤：我打得起篮球，却当不起备胎！你是你女神的工具人，还是备胎呢？,//www.bilibili.com/video/BV1St41137PL?from=search&seid=10811846244327215149,1.5万,92,2019-07-17,锖to
【互动版】坤坤的篮球生涯！这次由你来决定蔡徐坤的打开方式,//www.bilibili.com/video/BV1St41157z9?from=search&seid=10811846244327215149,1.3万,180,2019-07-12,面瘫娘233
你怎么看？NBA推广官换成男团，虎扑网友喊蔡徐坤回来,//www.bilibili.com/video/BV1A4411F7uu?from=search&seid=10811846244327215149,1.5万,41,2019-07-07,是牧羊女
小米新品发布会放蔡徐坤打篮球，看看雷军的反应！,//www.bilibili.com/video/BV11x411d7Po?from=search&seid=10811846244327215149,1.7万,9,2019-06-28,截教大佬
方舟：生存进化——方舟练习两年半的练习生蔡徐坤出道了  082,//www.bilibili.com/video/BV1Zx411R79u?from=search&seid=10811846244327215149,1.5万,41,2019-06-27,主播贱圣
蔡徐坤打篮球遭全网黑，形象受损严重，本人委屈：爱篮球有错吗?,//www.bilibili.com/video/BV1v441137bd?from=search&seid=10811846244327215149,1.7万,23,2019-06-21,Da郑爽
大雄和哆啦a梦帮助蔡徐坤恢复记忆,//www.bilibili.com/video/BV1C4411T7cE?from=search&seid=10811846244327215149,1.7万,37,2019-06-09,extrprinc
承太郎接到了蔡徐坤的篮球邀请,//www.bilibili.com/video/BV144411W7w6?from=search&seid=10811846244327215149,1.7万,10,2019-06-01,我练功发自面筋
凯里欧文纪录片《我的恩师 蔡徐坤 》NBA名人儿不为人知的小秘密第一集-凯里 欧文,//www.bilibili.com/video/BV1M4411E79R?from=search&seid=10811846244327215149,1.6万,79,2019-05-19,OgA丶
【帅气的影狐】老外看蔡徐坤被篮球暴打 沙雕网友的智慧,//www.bilibili.com/video/BV1a4411e73w?from=search&seid=10811846244327215149,1.5万,139,2019-05-07,帅气的影狐
【第一期】网友自制“蔡徐坤打篮球”游戏？！我居然还通关了！,//www.bilibili.com/video/BV1G4411476y?from=search&seid=10811846244327215149,1.8万,78,2019-05-03,冷漠_Umbra
当你给蔡徐坤打篮球加上特效，超究极高能！,//www.bilibili.com/video/BV1z4411x7Zb?from=search&seid=10811846244327215149,1.6万,105,2019-05-02,命运眷顾的贝吉特
刘飞儿学蔡徐坤打篮球化身龙卷风从量子领域逃离黑洞回到直播间【高清版】,//www.bilibili.com/video/BV154411h7vw?from=search&seid=10811846244327215149,1.6万,81,2019-04-26,时光真帅
Shroud被一万个丧尸追 看着队友被蔡徐坤当篮球打 究极搞笑 中文字幕,//www.bilibili.com/video/BV1sb411V7ve?from=search&seid=10811846244327215149,1.9万,71,2019-04-20,鼠台记者T
李老八直播模仿蔡徐坤打篮球！被ikun爆破直播间！,//www.bilibili.com/video/BV1Nb411V7wY?from=search&seid=10811846244327215149,2.1万,2,2019-04-20,远古恐惧
用GTA5还原蔡徐坤打篮球会发生什么？,//www.bilibili.com/video/BV1Wb41157zS?from=search&seid=10811846244327215149,1.9万,53,2019-04-17,秋风鸟
愈演愈烈，SNH48李宇琪也因为打篮球像蔡徐坤被骂了？,//www.bilibili.com/video/BV1Bb411j7tf?from=search&seid=10811846244327215149,1.9万,44,2019-04-16,KiraraRAP
【python】【文字云】蔡徐坤打篮球,//www.bilibili.com/video/BV1Gb411x76D?from=search&seid=10811846244327215149,1.5万,66,2019-03-28,河马龙
慢放蔡徐坤打篮球,//www.bilibili.com/video/BV1db411i7ua?from=search&seid=8638606794318658283,2.1万,34,2019-03-05,星光暮夜
蔡徐坤:我承认，我的篮球比不上你。可是我还会rap啊！,//www.bilibili.com/video/BV1Kb411a7j6?from=search&seid=8638606794318658283,2.3万,23,2019-02-23,Siuuuuu-
学蔡徐坤打球真的太难了【啊吗粽】,//www.bilibili.com/video/BV1rK411L7BF?from=search&seid=8638606794318658283,5159,16,2020-04-12,底单单底
【蔡徐坤】打篮球还真不是我的专业了,//www.bilibili.com/video/BV15E41157BK?from=search&seid=8638606794318658283,4616,59,2020-03-13,酱子小鱼干
因蔡徐坤打篮球砸到乔碧萝她们居然开始了大战？（第一集）,//www.bilibili.com/video/BV1s4411Z7g3?from=search&seid=8638606794318658283,1.4万,17,2019-08-16,MY飞龙
震惊！蔡徐坤竟然到跳舞的线里表演打篮球了？！——跳舞的线饭制鸡你太美25%,//www.bilibili.com/video/BV1Mt411n7NQ?from=search&seid=8638606794318658283,1.3万,93,2019-07-19,CIAD
我居然毫无破绽的把蔡徐坤打篮球加到了电音里？,//www.bilibili.com/video/BV1rt411V7HJ?from=search&seid=8638606794318658283,1.2万,93,2019-07-14,草莓木木君
【蔡徐坤】拼多多网购记大结局！,//www.bilibili.com/video/BV1ox411f7NB?from=search&seid=8638606794318658283,9767,220,2019-07-08,贱多拾犷的BAY
爆肝一个多星期，1170帧，篮球不只有蔡徐坤,//www.bilibili.com/video/BV1N4411G76N?from=search&seid=8638606794318658283,7863,19,2019-06-17,RollBlue
某游戏出了蔡徐坤打篮球！鸡你太美 动作表情？律师函警告？,//www.bilibili.com/video/BV1q4411K7iW?from=search&seid=8638606794318658283,1.5万,67,2019-06-07,倒车狂魔
信心微弱：我轻度暴食了（1分26）隔天上称重了3斤，120斤真的是极限了吗？被记录的一天轻暴食。我写论文的样子真像蔡徐坤打篮球的样子，唉逐渐控制不住自己的一天。,//www.bilibili.com/video/BV1u4411L7ps?from=search&seid=8638606794318658283,1.7万,9,2019-05-23,平凡成成
【帅气的影狐】老外看蔡徐坤打篮球原版视频、我喜欢沙雕视频,//www.bilibili.com/video/BV1k4411i7qg?from=search&seid=8638606794318658283,1.5万,181,2019-05-06,帅气的影狐
漫展现场cospaly蔡徐坤唱跳rap篮球鸡你太美！,//www.bilibili.com/video/BV1X4411x7RR?from=search&seid=8638606794318658283,1.6万,50,2019-05-02,钻石王老武
【五五开x蔡徐坤】五五开竟然在生日时学蔡徐坤打篮球——卢本伟,//www.bilibili.com/video/BV1r4411x7Qm?from=search&seid=8638606794318658283,1.7万,44,2019-05-02,敖梨给
【K210】在单片机上播放蔡徐坤打篮球MMD,//www.bilibili.com/video/BV1Z4411b7aQ?from=search&seid=8638606794318658283,1.7万,13,2019-04-28,BigBits
瑞克被关进外星模拟舱，模拟学习蔡徐坤打篮球，结果系统死机了！,//www.bilibili.com/video/BV16441187yo?from=search&seid=8638606794318658283,1.6万,27,2019-04-25,草泥泥影院
